Row ID,Order ID,Order Date,Order (M/Y),Quantity, Quote ,Discount %, Rate , Sale Amount ,Customer Name,Company Name,Sector,Industry,City,Zip Code,Country,Region,Project Complete Date,Days to Complete,Product Key,Product Category,Product Sub Category,Consultant,Manager,Hourly Wage,RowCount,Wage Margin
2428,17636,2/1/12,2/1/12,2, $288 ,3%, $144 , $279.61 ,Dean Zrebassa,Apple Inc.,Technology,Computer Manufacturing,Redondo Beach,90278,Hungary,Central,2/8/12,7,Development - Business Logic,Development,Database,Ava Wilson,Josh Martinez,67,1,54%
2429,17666,9/1/13,9/1/13,19," $2,374 ",1%, $125 ," $2,350.67 ",Sam Haberlin,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,Evans,30809,Sweden,North,9/10/13,9,Development - Python,Development,Python,Noah Smith,#N/A,59,1,53%
2430,17666,9/1/13,9/1/13,11," $1,760 ",8%, $160 ," $1,619.26 ",Sam Haberlin,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,Evans,30809,Luxembourg,West,9/8/13,7,Development - Front End Web,Development,Java,Liam Franklin,Bob Turner,52,1,68%
2431,17668,11/1/12,11/1/12,49," $9,980 ",4%, $204 ," $9,580.75 ",Erin Dona,KLA-Tencor Corporation,Capital Goods,Electronic Components,Carrollton,75007,France,West,11/27/12,26,Consulting - Business Model,Consulting,.Net,Noah Smith,Bob Turner,59,1,71%
2432,17668,11/1/12,11/1/12,24," $5,725 ",5%, $239 ," $5,439.09 ",Erin Dona,KLA-Tencor Corporation,Capital Goods,Electronic Components,Carrollton,75007,Slovakia,Central,11/26/12,25,Consulting - Strategy,Consulting,Tableau,Michael Alister,Josh Martinez,68,1,71%
2433,17668,11/1/12,11/1/12,13," $3,799 ",4%, $292 ," $3,647.12 ",Erin Dona,KLA-Tencor Corporation,Capital Goods,Electronic Components,Carrollton,75007,Latvia,North,11/26/12,25,Consulting - Market Research,Consulting,PHP,Liam Franklin,#N/A,52,1,82%
2434,17669,4/1/12,4/1/12,32," $9,986 ",4%, $312 ," $9,586.16 ",Corey Martin,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,Whittier,90604,Slovakia,Central,4/30/12,29,Development - Big Data,Development,SQL,Olivia Sullivan,Josh Martinez,53,1,83%
2435,17670,8/1/12,8/1/12,14," $4,469 ",7%, $319 ," $4,156.60 ",Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Sandusky,44870,Spain,West,8/27/12,26,Development - Scala,Development,Big Data,Ethan Bird,Bob Turner,60,1,81%
2436,17698,5/1/15,5/1/15,43," $8,751 ",8%, $204 ," $8,051.13 ",Michael Vittorini,"Verisk Analytics, Inc.",Technology,EDP Services,Maplewood,07040,Romania,Central,5/15/15,14,Development - .Net,Development,Java,William Bufont,Josh Martinez,62,1,70%
2437,17698,5/1/15,5/1/15,22," $6,429 ",10%, $292 ," $5,786.29 ",Michael Vittorini,"Verisk Analytics, Inc.",Technology,EDP Services,Portland,04101,Croatia,Central,5/15/15,14,Consulting - Market Research,Consulting,SQL,Olivia Sullivan,Josh Martinez,53,1,82%
2438,17698,5/1/15,5/1/15,40," $7,770 ",4%, $194 ," $7,459.52 ",Michael Vittorini,"Verisk Analytics, Inc.",Technology,EDP Services,Waterville,04901,Luxembourg,West,5/14/15,13,Development - Java,Development,Python,Emma Watson,Bob Turner,67,1,66%
2439,17700,10/1/15,10/1/15,20," $4,499 ",3%, $225 ," $4,363.94 ",Darren Perrino,Seagate Technology.,Technology,Electronic Components,Atascadero,93422,France,West,10/28/15,27,Training - SQL,Training,Business Model,William Bufont,Bob Turner,62,1,72%
2440,17701,5/1/15,5/1/15,21," $4,079 ",9%, $194 ," $3,712.27 ",Brad Fisher,Vodafone Group Plc,Public Utilities,Telecommunications Equipment,Los Altos,94024,UnitedKingdom,West,5/22/15,21,Development - Java,Development,Business Model,Mia Moore,Bob Turner,51,1,74%
2441,17702,4/1/15,4/1/15,48," $9,769 ",9%, $204 ," $8,889.62 ",Mark Nockton,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution),Sharon,16146,Greece,South,4/14/15,13,Development - .Net,Development,SQL,Mia Moore,Frank Mitchell,51,1,75%
2442,17702,4/1/15,4/1/15,9," $1,833 ",2%, $204 ," $1,796.39 ",Mark Nockton,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution),Troy,48098,Estonia,North,4/13/15,12,Consulting - Business Model,Consulting,Business Model,Ava Wilson,#N/A,67,1,67%
2443,17735,7/1/15,7/1/15,45," $8,742 ",3%, $194 ," $8,479.37 ",Ed Byrd,DIRECTV,Consumer Services,Telecommunications Equipment,Duncanville,75116,CzechRepublic,Central,7/17/15,16,Development - Java,Development,.Net,Olivia Sullivan,Josh Martinez,53,1,73%
2444,17735,7/1/15,7/1/15,28," $6,909 ",6%, $247 ," $6,494.36 ",Ed Byrd,DIRECTV,Consumer Services,Telecommunications Equipment,Duncanville,75116,Italy,Central,7/17/15,16,Development - Database,Development,Business Model,Isabella Douglas,Josh Martinez,75,1,70%
2445,17764,9/1/12,9/1/12,27," $3,374 ",4%, $125 ," $3,239.21 ",Don Fuller,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,Calumet City,60409,Austria,Central,9/16/12,15,Development - Python,Development,Business Logic,Sophia Dixon,Josh Martinez,71,1,43%
2446,17765,9/1/14,9/1/14,36," $6,993 ",8%, $194 ," $6,433.83 ",Dennis Eason,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,Central Islip,11722,UnitedKingdom,West,9/15/14,14,Development - Java,Development,.Net,Madison Hill,Bob Turner,58,1,70%
2447,17795,4/1/12,4/1/12,1, $204 ,6%, $204 , $191.31 ,Troy Hwang,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,New London,06320,Latvia,North,4/3/12,2,Development - .Net,Development,Big Data,Elizabeth Carter,#N/A,52,1,74%
2448,17797,7/1/15,7/1/15,10," $2,150 ",0%, $215 ," $2,149.63 ",Vivek Collins,Express Scripts Holding Company,Health Care,Medical/Nursing Services,Troy,45373,CzechRepublic,Central,7/12/15,11,Training - Tableau,Training,Business Model,Abigail Young,Josh Martinez,50,1,77%
2449,17797,7/1/15,7/1/15,16," $2,143 ",2%, $134 ," $2,100.60 ",Vivek Collins,Express Scripts Holding Company,Health Care,Medical/Nursing Services,Troy,45373,Cyprus,South,7/14/15,13,Development - PHP,Development,.Net,Madison Hill,Frank Mitchell,58,1,57%
2450,17799,9/1/15,9/1/15,8," $1,800 ",2%, $225 ," $1,763.57 ",Darren Perrino,Seagate Technology.,Technology,Electronic Components,Atascadero,93422,Slovakia,Central,9/22/15,21,Training - SQL,Training,PHP,Emily Taylor,Josh Martinez,62,1,72%
2451,17825,1/1/13,1/1/13,26," $8,113 ",6%, $312 ," $7,626.49 ",Larry Price,"Charter Communications, Inc.",Consumer Services,Television Services,Midland,79701,Germany,West,1/16/13,15,Development - Big Data,Development,.Net,Liam Franklin,Bob Turner,52,1,83%
2452,17826,6/1/15,6/1/15,18," $3,497 ",4%, $194 ," $3,356.78 ",Michelle Jacobs,Yahoo! Inc.,Technology,EDP Services,Iowa City,52240,Poland,North,7/1/15,30,Development - Java,Development,Business Logic,Daniel Tusk,#N/A,45,1,77%
2453,17831,10/1/15,10/1/15,34," $7,648 ",6%, $225 ," $7,189.26 ",Ricardo Schoenberger,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,Lincoln Park,48146,Cyprus,South,10/26/15,25,Training - SQL,Training,Python,Alexander Edison,Frank Mitchell,70,1,69%
2454,17831,10/1/15,10/1/15,38," $4,749 ",0%, $125 ," $4,748.83 ",Ricardo Schoenberger,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,Lincoln Park,48146,Croatia,Central,10/28/15,27,Development - Python,Development,Big Data,Isabella Douglas,Josh Martinez,75,1,40%
2455,17858,9/1/13,9/1/13,21," $4,277 ",2%, $204 ," $4,191.58 ",Becky Wallace,NXP Semiconductors N.V.,Technology,Semiconductors,Bartlesville,74006,Slovakia,Central,9/27/13,26,Consulting - Business Model,Consulting,SQL,Jayden Hamilton,Josh Martinez,71,1,65%
2456,17858,9/1/13,9/1/13,12," $2,444 ",0%, $204 ," $2,444.07 ",Becky Wallace,NXP Semiconductors N.V.,Technology,Semiconductors,Bartlesville,74006,France,West,9/26/13,25,Consulting - Business Model,Consulting,Python,Emily Taylor,Bob Turner,62,1,70%
2457,17858,9/1/13,9/1/13,46," $10,347 ",6%, $225 ," $9,726.65 ",Becky Wallace,NXP Semiconductors N.V.,Technology,Semiconductors,Bartlesville,74006,Austria,Central,9/26/13,25,Training - SQL,Training,SQL,Elizabeth Carter,Josh Martinez,52,1,77%
2458,17859,5/1/13,5/1/13,7," $1,426 ",7%, $204 ," $1,325.91 ",Jack Bradley,Comcast Corporation,Consumer Services,Television Services,Biloxi,39530,Lithuania,North,5/28/13,27,Consulting - Business Model,Consulting,Development,Daniel Tusk,#N/A,45,1,78%
2459,17860,4/1/14,4/1/14,16," $3,256 ",5%, $204 ," $3,093.46 ",Adam Zic,"Analog Devices, Inc.",Technology,Semiconductors,Great Falls,59405,Malta,South,4/8/14,7,Development - .Net,Development,Market Research,Emma Watson,Frank Mitchell,67,1,67%
2460,17862,5/1/15,5/1/15,1, $204 ,0%, $204 , $203.67 ,Neil Gilcrest,"Discovery Communications, Inc.",Consumer Services,Television Services,Salisbury,28144,Croatia,Central,5/8/15,7,Consulting - Business Model,Consulting,Java,Elizabeth Carter,Josh Martinez,52,1,74%
2461,17862,5/1/15,5/1/15,31," $4,468 ",8%, $144 ," $4,110.48 ",Neil Gilcrest,"Discovery Communications, Inc.",Consumer Services,Television Services,Salisbury,28144,Austria,Central,5/9/15,8,Development - Business Logic,Development,Market Research,Ethan Bird,Josh Martinez,60,1,58%
2462,17924,8/1/14,8/1/14,42," $8,548 ",4%, $204 ," $8,205.80 ",Richard Koutras,Texas Instruments Incorporated,Technology,Semiconductors,Marrero,70072,Luxembourg,West,8/26/14,25,Development - .Net,Development,Javascript,Olivia Sullivan,Bob Turner,53,1,74%
2463,17926,11/1/14,11/1/14,37," $11,546 ",2%, $312 ," $11,314.92 ",Sally Knudson,Comcast Corporation,Consumer Services,Television Services,Mason City,50401,Belgium,West,11/12/14,11,Development - Big Data,Development,Strategy,Jacob Manziel,Bob Turner,57,1,82%
2464,17927,8/1/12,8/1/12,42," $8,554 ",7%, $204 ," $7,955.45 ",Janet Huthwaite,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,Fayetteville,28314,Spain,West,8/10/12,9,Consulting - Business Model,Consulting,Python,Alexander Edison,Bob Turner,70,1,66%
2465,17952,10/1/13,10/1/13,28," $5,698 ",2%, $204 ," $5,584.50 ",Ken Grove,"Baidu, Inc.",Technology,"Computer Software: Programming, Data Processing",Bozeman,59715,Austria,Central,10/12/13,11,Development - .Net,Development,Python,Liam Franklin,Josh Martinez,52,1,74%
2466,17953,8/1/15,8/1/15,30," $4,019 ",3%, $134 ," $3,898.44 ",Troy Hwang,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Colchester,05439,CzechRepublic,Central,8/22/15,21,Development - PHP,Development,Python,Ava Wilson,Josh Martinez,67,1,50%
2467,17953,8/1/15,8/1/15,21," $4,274 ",1%, $204 ," $4,231.12 ",Troy Hwang,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Englewood,07631,Croatia,Central,8/22/15,21,Development - .Net,Development,Development,Madison Hill,Josh Martinez,58,1,72%
2468,17953,8/1/15,8/1/15,17," $2,450 ",0%, $144 ," $2,450.15 ",Troy Hwang,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Somerset,08873,Cyprus,South,8/22/15,21,Development - Business Logic,Development,Javascript,Mia Moore,Frank Mitchell,51,1,65%
2469,17956,8/1/13,8/1/13,40," $4,999 ",1%, $125 ," $4,948.79 ",Kelly Thomas,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,Grand Prairie,75051,Finland,North,8/8/13,7,Development - Python,Development,Market Research,Emma Watson,#N/A,67,1,46%
2470,17956,8/1/13,8/1/13,17," $5,305 ",1%, $312 ," $5,251.79 ",Kelly Thomas,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,Grand Prairie,75051,Cyprus,South,8/6/13,5,Development - Big Data,Development,Python,Olivia Sullivan,Frank Mitchell,53,1,83%
2471,17958,8/1/14,8/1/14,33," $7,423 ",7%, $225 ," $6,903.58 ",Jasper Galang,eBay Inc.,Miscellaneous,Business Services,Franklin Square,11010,Bulgaria,Central,8/15/14,14,Training - SQL,Training,Development,Mason Gibson,Josh Martinez,71,1,68%
2472,17959,9/1/15,9/1/15,28," $3,499 ",1%, $125 ," $3,464.15 ",Doug Federle,Catamaran Corporation,Finance,Specialty Insurers,East Brunswick,08816,CzechRepublic,Central,9/12/15,11,Development - Python,Development,PHP,Liam Franklin,Josh Martinez,52,1,58%
2473,17959,9/1/15,9/1/15,21," $4,724 ",5%, $225 ," $4,487.66 ",Doug Federle,Catamaran Corporation,Finance,Specialty Insurers,Edison,08817,Netherlands,West,9/12/15,11,Training - SQL,Training,Python,Daniel Tusk,Bob Turner,45,1,80%
2474,17985,4/1/14,4/1/14,4, $503 ,1%, $126 , $497.60 ,Duane Abelman,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,Omaha,68046,Malta,South,4/13/14,12,Training - Development,Training,Big Data,Liam Franklin,Frank Mitchell,52,1,59%
2475,17985,4/1/14,4/1/14,50," $14,612 ",7%, $292 ," $13,589.01 ",Duane Abelman,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,Omaha,68046,Spain,West,4/14/14,13,Consulting - Market Research,Consulting,Market Research,Ava Wilson,Bob Turner,67,1,77%
2476,17986,4/1/15,4/1/15,43," $8,353 ",5%, $194 ," $7,935.45 ",George Barnes,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,Lubbock,79424,Ireland,West,4/7/15,6,Development - Java,Development,Database,Michael Alister,Bob Turner,68,1,65%
2477,17988,9/1/13,9/1/13,46," $13,443 ",3%, $292 ," $13,039.61 ",Anthony Carroll,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,Mint Hill,28227,Spain,West,9/24/13,23,Consulting - Market Research,Consulting,Strategy,Ethan Bird,Bob Turner,60,1,79%
2478,18017,3/1/13,3/1/13,22," $5,204 ",2%, $237 ," $5,099.93 ",Benjamin Schmidt,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,Dumont,07628,Croatia,Central,3/27/13,26,Training - Javascript,Training,Java,Olivia Sullivan,Josh Martinez,53,1,78%
2479,18023,2/1/14,2/1/14,38," $9,065 ",9%, $239 ," $8,249.29 ",Valerie Buhler,"Discovery Communications, Inc.",Consumer Services,Television Services,Dundalk,21222,CzechRepublic,Central,2/25/14,24,Consulting - Strategy,Consulting,Python,Mia Moore,Josh Martinez,51,1,79%
2480,18023,2/1/14,2/1/14,34," $4,249 ",7%, $125 ," $3,951.53 ",Valerie Buhler,"Discovery Communications, Inc.",Consumer Services,Television Services,Dundalk,21222,Portugal,West,2/25/14,24,Development - Python,Development,.Net,Isabella Douglas,Bob Turner,75,1,40%
2481,18049,8/1/12,8/1/12,10," $1,250 ",7%, $125 ," $1,162.21 ",Liz Sundaresam,"Fiserv, Inc.",Technology,EDP Services,Hickory,28601,Belgium,West,8/15/12,14,Development - Python,Development,SQL,Jacob Manziel,Bob Turner,57,1,54%
2482,18055,2/1/13,2/1/13,3, $375 ,2%, $125 , $367.41 ,Maribeth Becker,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,Fairfax,20151,Portugal,West,2/6/13,5,Development - Python,Development,Business Model,Alexander Edison,Bob Turner,70,1,44%
2483,18080,6/1/12,6/1/12,7, $880 ,10%, $126 , $791.63 ,Sylvia Gastineau,"Stericycle, Inc.",Basic Industries,Environmental Services,Mundelein,60060,Slovakia,Central,6/23/12,22,Training - Development,Training,Scala,Abigail Young,Josh Martinez,50,1,60%
2484,18085,9/1/14,9/1/14,23," $5,441 ",1%, $237 ," $5,386.15 ",Lisa Ann Reed,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,Brookings,57006,Poland,North,9/27/14,26,Training - Javascript,Training,Python,Noah Smith,#N/A,59,1,75%
2485,18085,9/1/14,9/1/14,33," $9,644 ",9%, $292 ," $8,775.87 ",Lisa Ann Reed,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,Brookings,57006,Greece,South,9/26/14,25,Consulting - Market Research,Consulting,Business Model,Michael Alister,Frank Mitchell,68,1,77%
2486,18112,3/1/15,3/1/15,13," $1,625 ",6%, $125 ," $1,527.13 ",Henry Foster,Avago Technologies Limited,Technology,Semiconductors,College Station,77840,Spain,West,3/17/15,16,Development - Python,Development,SQL,Alexander Edison,Bob Turner,70,1,44%
2487,18113,8/1/15,8/1/15,27," $3,393 ",8%, $126 ," $3,121.28 ",Becky Wallace,NXP Semiconductors N.V.,Technology,Semiconductors,Batavia,60510,Latvia,North,8/30/15,29,Training - Development,Training,Big Data,Emily Taylor,#N/A,62,1,51%
2488,18119,6/1/12,6/1/12,37," $4,957 ",0%, $134 ," $4,956.78 ",Trudy Armstrong,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,Coos Bay,97420,Spain,West,6/26/12,25,Development - PHP,Development,PHP,Alexander Edison,Bob Turner,70,1,48%
2489,18144,6/1/14,6/1/14,48," $5,999 ",9%, $125 ," $5,458.66 ",Dorothy Deggeller,Comcast Corporation,Consumer Services,Television Services,Saint Charles,60174,France,West,6/9/14,8,Development - Python,Development,Business Logic,Olivia Sullivan,Bob Turner,53,1,58%
2490,18144,6/1/14,6/1/14,8," $2,496 ",9%, $312 ," $2,271.72 ",Dorothy Deggeller,Comcast Corporation,Consumer Services,Television Services,Saint Charles,60174,Poland,North,6/9/14,8,Development - Big Data,Development,.Net,Abigail Young,#N/A,50,1,84%
2491,18144,6/1/14,6/1/14,41," $11,982 ",9%, $292 ," $10,903.36 ",Dorothy Deggeller,Comcast Corporation,Consumer Services,Television Services,Saint Charles,60174,Germany,West,6/9/14,8,Consulting - Market Research,Consulting,Business Logic,Jacob Manziel,Bob Turner,57,1,80%
2492,18145,9/1/13,9/1/13,47," $11,597 ",6%, $247 ," $10,901.25 ",Lauren Bern,Cognizant Technology Solutions Corporation,Technology,EDP Services,Albuquerque,87105,Hungary,Central,9/5/13,4,Development - Database,Development,Python,Emily Taylor,Josh Martinez,62,1,75%
2493,18145,9/1/13,9/1/13,21," $5,010 ",0%, $239 ," $5,009.69 ",Lauren Bern,Cognizant Technology Solutions Corporation,Technology,EDP Services,Durango,81301,Luxembourg,West,9/5/13,4,Consulting - Strategy,Consulting,Business Model,Isabella Douglas,Bob Turner,75,1,69%
2494,18147,7/1/12,7/1/12,42," $8,159 ",0%, $194 ," $8,158.84 ",Bruce Dunbar,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Mesa,85204,Slovakia,Central,7/18/12,17,Development - Java,Development,Business Model,Alexander Edison,Josh Martinez,70,1,64%
2495,18147,7/1/12,7/1/12,50," $6,248 ",6%, $125 ," $5,873.56 ",Bruce Dunbar,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Mesa,85204,Slovakia,Central,7/18/12,17,Development - Python,Development,Javascript,Emily Taylor,Josh Martinez,62,1,50%
2496,18178,11/1/12,11/1/12,43," $8,751 ",8%, $204 ," $8,051.13 ",Naresj Arnett,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,Irving,75061,UnitedKingdom,West,11/2/12,1,Development - .Net,Development,Development,Mason Gibson,Bob Turner,71,1,65%
2497,18178,11/1/12,11/1/12,10," $2,249 ",0%, $225 ," $2,249.46 ",Naresj Arnett,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,Irving,75061,France,West,11/9/12,8,Training - SQL,Training,SQL,Isabella Douglas,Bob Turner,75,1,67%
2498,18179,8/1/12,8/1/12,50," $10,184 ",3%, $204 ," $9,878.11 ",Liz Ward,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Farmington Hills,48336,Italy,Central,8/1/12,0,Consulting - Business Model,Consulting,Business Model,William Bufont,Josh Martinez,62,1,70%
2499,18179,8/1/12,8/1/12,24," $7,662 ",4%, $319 ," $7,355.46 ",Liz Ward,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Farmington Hills,48336,Denmark,West,8/2/12,1,Development - Scala,Development,SQL,Elizabeth Carter,Bob Turner,52,1,84%
2500,18179,8/1/12,8/1/12,50," $6,248 ",0%, $125 ," $6,248.47 ",Liz Ward,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Flint,48505,Malta,South,8/3/12,2,Development - Python,Development,Business Model,William Bufont,Frank Mitchell,62,1,50%
2501,18182,4/1/14,4/1/14,45," $9,165 ",4%, $204 ," $8,798.65 ",Anna Cartwright,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,Dallas,75217,Greece,South,4/12/14,11,Consulting - Business Model,Consulting,Compensation,Noah Smith,Frank Mitchell,59,1,71%
